Study_Id, Kinect_Config, Scenario_Id, Tracker_Time, Person_Id, Skeleton_Id, Skeleton_Time, Skeleton_Init_Angle, Skeleton_Init_Dist, Kinect_Id, Kinect_Tilt_Angle, Kinect_Height, AnkleLeft_X, AnkleLeft_Y, AnkleLeft_Z, AnkleRight_X, AnkleRight_Y, AnkleRight_Z, ElbowLeft_X, ElbowLeft_Y, ElbowLeft_Z, ElbowRight_X, ElbowRight_Y, ElbowRight_Z, FootLeft_X, FootLeft_Y, FootLeft_Z, FootRight_X, FootRight_Y, FootRight_Z, HandLeft_X, HandLeft_Y, HandLeft_Z, HandRight_X, HandRight_Y, HandRight_Z, HandTipLeft_X, HandTipLeft_Y, HandTipLeft_Z, HandTipRight_X, HandTipRight_Y, HandTipRight_Z, Head_X, Head_Y, Head_Z, HipLeft_X, HipLeft_Y, HipLeft_Z, HipRight_X, HipRight_Y, HipRight_Z, KneeLeft_X, KneeLeft_Y, KneeLeft_Z, KneeRight_X, KneeRight_Y, KneeRight_Z, Neck_X, Neck_Y, Neck_Z, ShoulderLeft_X, ShoulderLeft_Y, ShoulderLeft_Z, ShoulderRight_X, ShoulderRight_Y, ShoulderRight_Z, SpineBase_X, SpineBase_Y, SpineBase_Z, SpineMid_X, SpineMid_Y, SpineMid_Z, SpineShoulder_X, SpineShoulder_Y, SpineShoulder_Z, ThumbLeft_X, ThumbLeft_Y, ThumbLeft_Z, ThumbRight_X, ThumbRight_Y, ThumbRight_Z, WristLeft_X, WristLeft_Y, WristLeft_Z, WristRight_X, WristRight_Y, WristRight_Z
26, 1, 4, 63562375176681, 0, 0, 100424372267, -0.728966531819606, 2.165097, 138.251.207.136, 0, 100, 0.6667349, -0.8200954, 2.273919, 0.7622441, -0.8044876, 2.173763, 0.5166123, 0.253209, 2.347324, 0.864691, 0.2550164, 2.018157, 0.5826245, -0.8764335, 2.219414, 0.7163115, -0.8654327, 2.101856, 0.4853576, -0.06184895, 2.263693, 0.7635308, -0.1004811, 1.982318, 0.4838797, -0.146706, 2.255869, 0.7504495, -0.1832597, 1.992357, 0.6895416, 0.8056844, 2.189185, 0.5795206, 0.01210829, 2.229231, 0.7006989, 0.01152363, 2.139784, 0.6375646, -0.4562476, 2.262904, 0.7441056, -0.4169471, 2.138738, 0.717993, 0.656547, 2.18679, 0.5580469, 0.5382192, 2.301545, 0.8227029, 0.5038368, 2.064121, 0.6510144, 0.01203317, 2.221788, 0.6872623, 0.3405017, 2.210212, 0.7111828, 0.5792356, 2.194788, 0.4499984, -0.07132059, 2.258468, 0.8003492, -0.1166061, 1.954197, 0.4919974, 0.01889437, 2.294963, 0.7922448, -0.02419567, 1.97849
26, 1, 4, 63562375176681, 0, 1, 2335929395977, -0.0508969350586106, 2.65855, 138.251.213.82, 0, 100, 0.6215449, -0.7940017, 2.250394, 0.7369091, -0.8099943, 2.149856, 0.5221671, 0.2647414, 2.346868, 0.8704629, 0.2398368, 2.045051, 0.5580389, -0.8674582, 2.185749, 0.6788789, -0.8670131, 2.070914, 0.4857752, -0.05387409, 2.250514, 0.7712194, -0.09529176, 1.993906, 0.4782021, -0.1304851, 2.229443, 0.7595304, -0.1774886, 1.996243, 0.7375904, 0.8032312, 2.19829, 0.6026721, 0.0055485, 2.220834, 0.7386822, -3.185868E-05, 2.109937, 0.60272, -0.4505487, 2.252291, 0.7376565, -0.4439923, 2.134029, 0.7253658, 0.6507473, 2.222518, 0.5806273, 0.5320222, 2.315802, 0.8398813, 0.5022569, 2.082659, 0.7012673, 0.001506798, 2.190474, 0.7189777, 0.3311026, 2.210688, 0.7257069, 0.5721951, 2.221141, 0.4627182, -0.05578859, 2.293661, 0.7215909, -0.07794482, 2.00677, 0.4894614, 0.03388415, 2.287482, 0.8028238, -0.02051102, 1.994905
26, 1, 4, 63562375176681, 1, 0, 100424372267, -0.584269194736329, 2.745938, 138.251.207.136, 0, 100, -0.06013562, -0.7919528, 2.906341, 0.1380683, -0.8144442, 2.699971, -0.2184058, 0.1661218, 2.894698, 0.1800128, 0.1727247, 2.662294, -0.1302103, -0.8558078, 2.876985, 0.1181584, -0.8846377, 2.605008, -0.2000862, -0.1140043, 2.798503, 0.1100986, -0.1081149, 2.585536, -0.1722165, -0.1993285, 2.786056, 0.08987754, -0.184248, 2.581274, -0.04387588, 0.7135413, 2.789922, -0.1221903, -0.06015943, 2.807224, 0.00943543, -0.05691013, 2.723433, -0.06669699, -0.4583609, 2.835828, 0.09015414, -0.4929166, 2.710244, -0.01571213, 0.5607093, 2.778762, -0.189951, 0.4301486, 2.887837, 0.1225117, 0.4185257, 2.693934, -0.05727332, -0.05926134, 2.802726, -0.03646464, 0.2552674, 2.796993, -0.0208657, 0.4856124, 2.785605, -0.1619644, -0.09060808, 2.764573, 0.08030952, -0.111113, 2.551611, -0.2161446, -0.0508605, 2.823985, 0.1431664, -0.04131878, 2.590997
26, 1, 4, 63562375176681, 1, 1, 2335929395977, 0.259144134225114, 2.552311, 138.251.213.82, 0, 100, -0.09075747, -0.7906084, 2.879186, 0.09596479, -0.8023311, 2.686577, -0.2130772, 0.1697251, 2.911507, 0.1739938, 0.1590507, 2.666371, -0.1626045, -0.866815, 2.838531, 0.08649645, -0.8769312, 2.609034, -0.2169506, -0.1134137, 2.815073, 0.09088627, -0.1145665, 2.591062, -0.2080761, -0.1884558, 2.796936, 0.07459459, -0.1942206, 2.580513, 0.008597996, 0.7155218, 2.805447, -0.08108175, -0.06549436, 2.78627, 0.04294702, -0.06197348, 2.702883, -0.09113329, -0.4512618, 2.834072, 0.06053377, -0.4538365, 2.689399, -0.008164031, 0.5596251, 2.811156, -0.1567893, 0.42575, 2.887136, 0.139838, 0.4169446, 2.698197, 0.005951766, -0.06609026, 2.773604, 0.003062669, 0.2515015, 2.797449, -0.003833339, 0.48388, 2.809569, -0.1984227, -0.1068871, 2.768248, 0.08987576, -0.1389298, 2.549823, -0.2275996, -0.05819549, 2.834775, 0.1221351, -0.04032552, 2.599394
26, 1, 4, 63562375176733, 0, 0, 100424703012, -0.728966531819606, 2.165097, 138.251.207.136, 0, 100, 0.6660742, -0.8195611, 2.273136, 0.7623333, -0.8043761, 2.173688, 0.5165385, 0.2533316, 2.347446, 0.8646526, 0.255004, 2.018183, 0.582668, -0.8764501, 2.219392, 0.716456, -0.8654499, 2.101954, 0.4852819, -0.06217112, 2.2649, 0.7643788, -0.09744562, 1.982344, 0.4858593, -0.1470091, 2.255101, 0.7477481, -0.1820756, 1.99283, 0.6894809, 0.8056751, 2.189052, 0.5795926, 0.01205689, 2.229265, 0.7007234, 0.01152845, 2.139801, 0.6375859, -0.4563076, 2.262785, 0.744202, -0.4169015, 2.138629, 0.7179744, 0.656534, 2.186784, 0.5580193, 0.5382074, 2.301658, 0.8226929, 0.5038296, 2.064146, 0.6510581, 0.01201644, 2.221814, 0.6872622, 0.3404937, 2.210218, 0.7111702, 0.5792247, 2.194787, 0.4481823, -0.100669, 2.262333, 0.8020797, -0.1236544, 1.956487, 0.4919904, 0.01902507, 2.295, 0.794569, -0.01858678, 1.978445
26, 1, 4, 63562375176733, 0, 1, 2335929725993, -0.0508969350586106, 2.65855, 138.251.213.82, 0, 100, 0.6213488, -0.7941732, 2.250259, 0.737003, -0.8098869, 2.14982, 0.5221798, 0.2645661, 2.346978, 0.8704758, 0.2398369, 2.045117, 0.5576003, -0.8676724, 2.185219, 0.6789039, -0.8670256, 2.071013, 0.4858174, -0.04866277, 2.252652, 0.7722749, -0.09313415, 1.993635, 0.4759093, -0.1235837, 2.229077, 0.7714689, -0.1708598, 1.985575, 0.737603, 0.8032762, 2.198338, 0.6027693, 0.005455643, 2.220955, 0.7387001, -4.146248E-05, 2.109949, 0.6026391, -0.4508801, 2.252298, 0.7379383, -0.4442056, 2.134062, 0.7252629, 0.6507713, 2.222647, 0.5805153, 0.5318977, 2.316101, 0.8399073, 0.5022047, 2.082765, 0.7013218, 0.001460381, 2.190536, 0.718946, 0.331091, 2.210775, 0.7256216, 0.5722089, 2.221259, 0.4609758, -0.06177928, 2.286742, 0.7176821, -0.1046003, 2.001302, 0.4894826, 0.03489241, 2.288053, 0.8029292, -0.02098353, 1.994853
26, 1, 4, 63562375176733, 1, 0, 100424703012, -0.584269194736329, 2.745938, 138.251.207.136, 0, 100, -0.06009771, -0.7919794, 2.906342, 0.1384413, -0.8147264, 2.699377, -0.2184388, 0.1661227, 2.894673, 0.1801412, 0.1729405, 2.662231, -0.128882, -0.8571878, 2.874996, 0.1182222, -0.8851335, 2.604805, -0.2008968, -0.1108641, 2.800248, 0.1093837, -0.1082661, 2.583999, -0.1733032, -0.1967009, 2.794647, 0.09306291, -0.183505, 2.583986, -0.04375577, 0.7136136, 2.790088, -0.1221772, -0.06016134, 2.807212, 0.009511068, -0.05692581, 2.723489, -0.06695752, -0.4565656, 2.835339, 0.09018962, -0.4931164, 2.710231, -0.01572522, 0.5606787, 2.778818, -0.1897931, 0.4301513, 2.887738, 0.1225893, 0.4186144, 2.693977, -0.05723655, -0.05926967, 2.802738, -0.03644703, 0.2552491, 2.797025, -0.02086955, 0.4855853, 2.785655, -0.1602358, -0.07358669, 2.7752, 0.07166044, -0.08948877, 2.582091, -0.2161595, -0.05087087, 2.824002, 0.1431574, -0.04110094, 2.591006
26, 1, 4, 63562375176733, 1, 1, 2335929725993, 0.259144134225114, 2.552311, 138.251.213.82, 0, 100, -0.09066781, -0.7908796, 2.879316, 0.09564081, -0.80235, 2.686556, -0.2130085, 0.1697258, 2.911544, 0.1740823, 0.1592135, 2.666467, -0.1630055, -0.8667707, 2.838428, 0.0865595, -0.8769099, 2.609054, -0.2170682, -0.1132676, 2.814627, 0.09118513, -0.113981, 2.591507, -0.2079935, -0.188663, 2.793066, 0.08002206, -0.1895481, 2.581032, 0.008647367, 0.7154696, 2.805462, -0.08105813, -0.0654669, 2.786296, 0.04299306, -0.06196035, 2.702999, -0.09104053, -0.4512495, 2.834154, 0.06056424, -0.4537494, 2.689478, -0.008004595, 0.5596738, 2.811359, -0.1567633, 0.4257549, 2.887151, 0.1403334, 0.4171483, 2.69876, 0.005987534, -0.06606683, 2.77367, 0.003156628, 0.2515396, 2.797596, -0.00369136, 0.4839268, 2.809762, -0.1963619, -0.1071852, 2.76845, 0.08935885, -0.131945, 2.54915, -0.2275409, -0.05820629, 2.834817, 0.122655, -0.03979409, 2.599823
26, 1, 4, 63562375176787, 0, 0, 100425032949, -0.728966531819606, 2.165097, 138.251.207.136, 0, 100, 0.66606, -0.8196985, 2.27322, 0.7622952, -0.8045677, 2.173885, 0.5166537, 0.252417, 2.347435, 0.8646224, 0.2550392, 2.018257, 0.5826418, -0.8763903, 2.219446, 0.7163831, -0.8654623, 2.102025, 0.4853907, -0.0612824, 2.264186, 0.7651793, -0.0946918, 1.98205, 0.4852824, -0.1504552, 2.25524, 0.7491599, -0.1821215, 1.989798, 0.6894569, 0.8056767, 2.189044, 0.5796208, 0.01199631, 2.229292, 0.7007526, 0.0114769, 2.139954, 0.6376001, -0.4563759, 2.262777, 0.7442524, -0.4166538, 2.138487, 0.7179067, 0.6565309, 2.186773, 0.5579663, 0.5381703, 2.301772, 0.822666, 0.5037951, 2.06433, 0.6510868, 0.01195817, 2.221892, 0.687239, 0.3404739, 2.210242, 0.711117, 0.579217, 2.194787, 0.4513885, -0.04952873, 2.273857, 0.7994421, -0.1074587, 1.949967, 0.4920345, 0.01816106, 2.294765, 0.796207, -0.014201, 1.979016
26, 1, 4, 63562375176787, 0, 1, 2335930395866, -0.0508969350586106, 2.65855, 138.251.213.82, 0, 100, 0.6213135, -0.7939378, 2.250277, 0.7368959, -0.8099687, 2.149615, 0.5222666, 0.2644947, 2.347179, 0.870478, 0.2400349, 2.045261, 0.5725743, -0.8683854, 2.179278, 0.6788391, -0.8669785, 2.071202, 0.4858518, -0.06515229, 2.250139, 0.7734808, -0.09092577, 1.994688, 0.4845584, -0.1444257, 2.227044, 0.7617943, -0.1774212, 1.988012, 0.7375302, 0.8033195, 2.198375, 0.602864, 0.005325958, 2.221184, 0.7388723, -2.503395E-05, 2.110191, 0.6026113, -0.450603, 2.252269, 0.7379451, -0.4440397, 2.134067, 0.725072, 0.6507019, 2.222712, 0.5803273, 0.5318617, 2.316236, 0.8395514, 0.501924, 2.083049, 0.7014638, 0.001399063, 2.19079, 0.718859, 0.3310389, 2.210934, 0.7254488, 0.5721461, 2.221343, 0.4621971, -0.08732641, 2.28732, 0.7184869, -0.09571965, 2.005373, 0.4866715, 0.01119064, 2.282116, 0.8047181, -0.0175938, 1.995645
